latitude,longitude,disastertype,population_density,year,adm1,disasterno
21.26454257,73.0734589,storm,534.9354858398438,1998,Gujarat,1998-0183
20.41743299,73.12143584,storm,2265.201171875,1998,Gujarat,1998-0183
29.99572737,79.84641101,earthquake,78.54464721679688,1999,Uttarakhand,1999-0099
30.49807762,79.55785969,earthquake,17.212512969970703,1999,Uttarakhand,1999-0099
30.5935937,79.09749807,earthquake,33.3566780090332,1999,Uttarakhand,1999-0099
30.44316264,78.56945826,earthquake,312.27130126953125,1999,Uttarakhand,1999-0099
19.16537012,84.1542009,storm,269.2235412597656,1999,Odisha,1999-0401
19.62190014,84.65996467,storm,2830.944091796875,1999,Odisha,1999-0401
20.08247851,85.50483769,storm,281.9070129394531,1999,Odisha,1999-0401
20.97856004,86.61667215,storm,698.9920654296875,1999,Odisha,1999-0425
20.44239318,85.6982686,storm,566.2169799804688,1999,Odisha,1999-0425
20.82055836,85.51878477,storm,319.66522216796875,1999,Odisha,1999-0425
20.21756098,86.32964206,storm,707.6735229492188,1999,Odisha,1999-0425
20.8497324,86.14624701,storm,647.12109375,1999,Odisha,1999-0425
20.54637395,86.60225642,storm,451.3252868652344,1999,Odisha,1999-0425
21.53191209,85.6991815,storm,159.9915008544922,1999,Odisha,1999-0425
20.08247851,85.50483769,storm,281.9070129394531,1999,Odisha,1999-0425
21.890497,86.40634462,storm,51.6137809753418,1999,Odisha,1999-0425
20.20652947,84.99328054,storm,142.66232299804688,1999,Odisha,1999-0425
14.4705228,78.73399035,flood,251.84036254882812,2000,Andhra Pradesh,2000-0534
17.18512821,82.00214406,flood,161.44869995117188,2000,Andhra Pradesh,2000-0534
16.29023485,80.08194333,flood,369.0785217285156,2000,Andhra Pradesh,2000-0534
18.54511489,79.23560559,flood,136.48223876953125,2000,Telangana,2000-0534
17.59082823,80.67917545,flood,2314.493408203125,2000,Telangana,2000-0534
16.55006848,80.79256277,flood,933.250732421875,2000,Andhra Pradesh,2000-0534
15.52775939,77.99973082,flood,216.84066772460938,2000,Andhra Pradesh,2000-0534
16.49340442,78.14042905,flood,177.52777099609375,2000,Telangana,2000-0534
17.88492363,78.21139647,flood,390.9617004394531,2000,Telangana,2000-0534
17.06194463,79.28166651,flood,8797.583984375,2000,Telangana,2000-0534
14.43556427,79.72017697,flood,82.7759017944336,2000,Andhra Pradesh,2000-0534
18.52357578,78.13906639,flood,284.8019714355469,2000,Telangana,2000-0534
17.28449614,78.17276898,flood,304.3046569824219,2000,Telangana,2000-0534
17.88493739,82.68205636,flood,119.07237243652344,2000,Andhra Pradesh,2000-0534
17.94921107,79.7917581,flood,396.43450927734375,2000,Telangana,2000-0534
16.88638554,81.39289921,flood,179.0831756591797,2000,Andhra Pradesh,2000-0534
24.85181222,86.83365055,flood,197.2294464111328,2000,Bihar,2000-0610
23.42610967,87.76168736,flood,1223.8089599609375,2000,West Bengal,2000-0610
25.26889636,87.07777418,flood,0.0,2000,Bihar,2000-0610
23.95194467,87.6624877,flood,1341.68310546875,2000,West Bengal,2000-0610
24.31811548,87.26121361,flood,583.556396484375,2000,Jharkhand,2000-0610
25.13513623,88.08873996,flood,693.3277587890625,2000,West Bengal,2000-0610
25.20892285,86.5265508,flood,237.35858154296875,2000,Bihar,2000-0610
24.16171931,88.22615944,flood,1202.8402099609375,2000,West Bengal,2000-0610
25.00783593,87.67479833,flood,320.6046447753906,2000,Jharkhand,2000-0610
25.13228839,85.81502314,flood,1339.091064453125,2000,Bihar,2000-0610
11.52490531,79.44715025,storm,1470.0198974609375,2000,Tamil Nadu,2000-0785
10.86120155,79.73576795,storm,783.8231201171875,2000,Tamil Nadu,2000-0785
10.65639586,79.22342874,storm,389.1169128417969,2000,Tamil Nadu,2000-0785
13.23421211,79.93380177,storm,443.9454040527344,2000,Tamil Nadu,2000-0785
10.67184836,79.53370082,storm,802.5576782226562,2000,Tamil Nadu,2000-0785
8.789788196,77.52245428,storm,321.95294189453125,2000,Tamil Nadu,2000-0785
22.72911928,72.20432773,earthquake,160.67762756347656,2001,Gujarat,2001-0033
21.42212608,71.26448769,earthquake,160.26829528808594,2001,Gujarat,2001-0033
22.44939448,72.7899001,earthquake,888.680908203125,2001,Gujarat,2001-0033
24.28099748,72.03809257,earthquake,450.2253112792969,2001,Gujarat,2001-0033
21.78666651,72.92475605,earthquake,126.42813873291016,2001,Gujarat,2001-0033
22.79658752,74.06633483,earthquake,714.1163940429688,2001,Gujarat,2001-0033
23.20990618,72.70209791,earthquake,243.55006408691406,2001,Gujarat,2001-0033
22.33618485,70.23238871,earthquake,70.60787963867188,2001,Gujarat,2001-0033
21.25423825,70.57263302,earthquake,26.441944122314453,2001,Gujarat,2001-0033
22.8768383,73.02447162,earthquake,383.25262451171875,2001,Gujarat,2001-0033
23.57969264,72.49688414,earthquake,336.40997314453125,2001,Gujarat,2001-0033
20.81218482,73.10551991,earthquake,1288.2213134765625,2001,Gujarat,2001-0033
23.76897852,71.80140683,earthquake,104.69034576416016,2001,Gujarat,2001-0033
21.63737945,69.80371801,earthquake,128.3857879638672,2001,Gujarat,2001-0033
22.0149433,70.76149605,earthquake,156.77395629882812,2001,Gujarat,2001-0033
23.80666439,73.03763379,earthquake,235.16326904296875,2001,Gujarat,2001-0033
21.26454257,73.0734589,earthquake,534.9354858398438,2001,Gujarat,2001-0033
22.76841671,71.60708794,earthquake,579.1287841796875,2001,Gujarat,2001-0033
22.24629292,73.24968977,earthquake,600.5062866210938,2001,Gujarat,2001-0033
9.413009259,76.44657618,flood,356.09521484375,2001,Kerala,2001-0387
9.874426633,77.01422266,flood,374.42291259765625,2001,Kerala,2001-0387
8.954796002,76.86795887,flood,617.2720336914062,2001,Kerala,2001-0387
9.629075883,76.64813828,flood,497.33404541015625,2001,Kerala,2001-0387
9.277143652,76.91429626,flood,206.5963134765625,2001,Kerala,2001-0387
20.98189206,84.90308876,flood,166.83299255371094,2001,Odisha,2001-0332
20.44239318,85.6982686,flood,566.2169799804688,2001,Odisha,2001-0332
20.8497324,86.14624701,flood,647.12109375,2001,Odisha,2001-0332
20.54637395,86.60225642,flood,451.3252868652344,2001,Odisha,2001-0332
20.08247851,85.50483769,flood,281.9070129394531,2001,Odisha,2001-0332
26.44536723,84.36768755,flood,1195.103515625,2001,Bihar,2001-0515
26.15305405,85.32182327,flood,2145.7021484375,2001,Bihar,2001-0515
27.07909842,84.33738272,flood,1039.136962890625,2001,Bihar,2001-0515
25.45569333,85.2158742,flood,1459.095458984375,2001,Bihar,2001-0515
26.62084684,84.91682914,flood,2601.5595703125,2001,Bihar,2001-0515
25.90678865,84.81556987,flood,3692.432373046875,2001,Bihar,2001-0515
26.44536723,84.36768755,flood,1195.103515625,2001,Bihar,2001-0794
25.90678865,84.81556987,flood,3692.432373046875,2001,Bihar,2001-0794
26.91364047,88.39335093,storm,147.6829833984375,2002,West Bengal,2002-0308
26.68693687,88.7647131,storm,537.7213134765625,2002,West Bengal,2002-0308
22.55199571,88.35157415,storm,36173.03125,2002,West Bengal,2002-0308
20.93763583,75.49150547,flood,202.40077209472656,2002,Maharashtra,2002-0568
20.26020129,74.07947908,flood,179.10812377929688,2002,Maharashtra,2002-0568
11.99266954,75.53605911,flood,766.9063110351562,2002,Kerala,2002-0650
12.46079963,75.15172852,flood,178.16954040527344,2002,Kerala,2002-0650
11.47972527,75.83239926,flood,391.556396484375,2002,Kerala,2002-0650
8.606194774,77.00426455,flood,4665.93310546875,2002,Kerala,2002-0650
23.13798584,87.12923734,storm,378.197265625,2003,West Bengal,2003-0134
22.52426472,88.06481783,storm,1027.671142578125,2003,West Bengal,2003-0134
26.36581211,88.92397589,storm,704.8931274414062,2003,West Bengal,2003-0234
22.12170362,88.41571495,storm,1728.424560546875,2003,West Bengal,2003-0234
20.98189206,84.90308876,flood,166.83299255371094,2003,Odisha,2003-0683
20.58602305,83.1658041,flood,61.95899200439453,2003,Odisha,2003-0683
21.21540612,83.34469613,flood,165.6083984375,2003,Odisha,2003-0683
20.44239318,85.6982686,flood,566.2169799804688,2003,Odisha,2003-0683
19.16537012,84.1542009,flood,269.2235412597656,2003,Odisha,2003-0683
19.62190014,84.65996467,flood,2830.944091796875,2003,Odisha,2003-0683
20.21756098,86.32964206,flood,707.6735229492188,2003,Odisha,2003-0683
20.8497324,86.14624701,flood,647.12109375,2003,Odisha,2003-0683
19.86281434,83.10201833,flood,137.0062713623047,2003,Odisha,2003-0683
20.54637395,86.60225642,flood,451.3252868652344,2003,Odisha,2003-0683
18.8106927,82.70710115,flood,3357.583740234375,2003,Odisha,2003-0683
20.20652947,84.99328054,flood,142.66232299804688,2003,Odisha,2003-0683
19.35435158,83.5064816,flood,113.31880950927734,2003,Odisha,2003-0683
20.92629488,83.81829967,flood,206.808837890625,2003,Odisha,2003-0683
16.29023485,80.08194333,storm,369.0785217285156,2003,Andhra Pradesh,2003-0605
16.55006848,80.79256277,storm,933.250732421875,2003,Andhra Pradesh,2003-0605
16.88638554,81.39289921,storm,179.0831756591797,2003,Andhra Pradesh,2003-0605
24.54474961,93.80183996,flood,0.0,2004,Manipur,2004-0178
24.80750672,93.77595163,flood,263.9012756347656,2004,Manipur,2004-0178
24.80698897,93.87822529,flood,2281.4658203125,2004,Manipur,2004-0178
11.99266954,75.53605911,flood,766.9063110351562,2004,Kerala,2004-0321
12.46079963,75.15172852,flood,178.16954040527344,2004,Kerala,2004-0321
11.47972527,75.83239926,flood,391.556396484375,2004,Kerala,2004-0321
24.85181222,86.83365055,flood,197.2294464111328,2004,Bihar,2004-0298
25.26889636,87.07777418,flood,0.0,2004,Bihar,2004-0298
26.11540047,86.01625194,flood,1669.0897216796875,2004,Bihar,2004-0298
26.44847938,92.03596836,flood,2532.54345703125,2004,Assam,2004-0298
27.58774856,94.77483408,flood,295.153076171875,2004,Assam,2004-0298
26.10199199,91.42628315,flood,674.1968383789062,2004,Assam,2004-0298
27.17536039,94.13589219,flood,414.982666015625,2004,Assam,2004-0298
26.40674188,86.21186545,flood,1006.6546630859375,2004,Bihar,2004-0298
26.15305405,85.32182327,flood,2145.7021484375,2004,Bihar,2004-0298
26.37721495,91.38373673,flood,972.1552124023438,2004,Assam,2004-0298
26.4848894,85.32378785,flood,1768.7861328125,2004,Bihar,2004-0298
26.59651346,85.55755515,flood,1804.3485107421875,2004,Bihar,2004-0298
26.78157942,92.92678872,flood,311.4494934082031,2004,Assam,2004-0298
9.413009259,76.44657618,earthquake,356.09521484375,2004,Kerala,2004-0659
13.04849576,80.23437074,earthquake,30440.984375,2004,Tamil Nadu,2004-0659
11.52490531,79.44715025,earthquake,1470.0198974609375,2004,Tamil Nadu,2004-0659
17.18512821,82.00214406,earthquake,161.44869995117188,2004,Andhra Pradesh,2004-0659
16.29023485,80.08194333,earthquake,369.0785217285156,2004,Andhra Pradesh,2004-0659
12.68074493,79.93525454,earthquake,784.7030639648438,2004,Tamil Nadu,2004-0659
8.304640347,77.3456335,earthquake,540.845947265625,2004,Tamil Nadu,2004-0659
8.954796002,76.86795887,earthquake,617.2720336914062,2004,Kerala,2004-0659
16.55006848,80.79256277,earthquake,933.250732421875,2004,Andhra Pradesh,2004-0659
10.86120155,79.73576795,earthquake,783.8231201171875,2004,Tamil Nadu,2004-0659
14.43556427,79.72017697,earthquake,82.7759017944336,2004,Andhra Pradesh,2004-0659
10.3416504,78.86744128,earthquake,583.6029052734375,2004,Tamil Nadu,2004-0659
9.439387677,78.68104303,earthquake,284.9158630371094,2004,Tamil Nadu,2004-0659
9.906909923,78.57717069,earthquake,387.40386962890625,2004,Tamil Nadu,2004-0659
10.65639586,79.22342874,earthquake,389.1169128417969,2004,Tamil Nadu,2004-0659
13.23421211,79.93380177,earthquake,443.9454040527344,2004,Tamil Nadu,2004-0659
10.67184836,79.53370082,earthquake,802.5576782226562,2004,Tamil Nadu,2004-0659
8.876886526,77.98879965,earthquake,112.14012908935547,2004,Tamil Nadu,2004-0659
8.789788196,77.52245428,earthquake,321.95294189453125,2004,Tamil Nadu,2004-0659
11.96003858,79.28421145,earthquake,636.9973754882812,2004,Tamil Nadu,2004-0659
17.88493739,82.68205636,earthquake,119.07237243652344,2004,Andhra Pradesh,2004-0659
16.88638554,81.39289921,earthquake,179.0831756591797,2004,Andhra Pradesh,2004-0659
16.71861838,82.23416181,earthquake,1351.5457763671875,2004,Puducherry,2004-0659
16.29023485,80.08194333,storm,369.0785217285156,2005,Andhra Pradesh,2005-0290
18.54511489,79.23560559,storm,136.48223876953125,2005,Telangana,2005-0290
16.55006848,80.79256277,storm,933.250732421875,2005,Andhra Pradesh,2005-0290
17.06194463,79.28166651,storm,8797.583984375,2005,Telangana,2005-0290
18.57018044,83.97909711,storm,658.5528564453125,2005,Andhra Pradesh,2005-0290
31.60134548,78.39655248,flood,30.281028747558594,2005,Himachal Pradesh,2005-0361
31.90629448,77.38491545,flood,49.335086822509766,2005,Himachal Pradesh,2005-0361
31.6412821,76.97763603,flood,216.3194580078125,2005,Himachal Pradesh,2005-0361
22.72911928,72.20432773,flood,160.67762756347656,2005,Gujarat,2005-0335
21.42212608,71.26448769,flood,160.26829528808594,2005,Gujarat,2005-0335
22.44939448,72.7899001,flood,888.680908203125,2005,Gujarat,2005-0335
21.78666651,72.92475605,flood,126.42813873291016,2005,Gujarat,2005-0335
23.20990618,72.70209791,flood,243.55006408691406,2005,Gujarat,2005-0335
22.33618485,70.23238871,flood,70.60787963867188,2005,Gujarat,2005-0335
21.25423825,70.57263302,flood,26.441944122314453,2005,Gujarat,2005-0335
22.8768383,73.02447162,flood,383.25262451171875,2005,Gujarat,2005-0335
21.71081292,73.65826656,flood,141.54861450195312,2005,Gujarat,2005-0335
20.81218482,73.10551991,flood,1288.2213134765625,2005,Gujarat,2005-0335
22.0149433,70.76149605,flood,156.77395629882812,2005,Gujarat,2005-0335
23.80666439,73.03763379,flood,235.16326904296875,2005,Gujarat,2005-0335
21.26454257,73.0734589,flood,534.9354858398438,2005,Gujarat,2005-0335
22.76841671,71.60708794,flood,579.1287841796875,2005,Gujarat,2005-0335
22.24629292,73.24968977,flood,600.5062866210938,2005,Gujarat,2005-0335
20.41743299,73.12143584,flood,2265.201171875,2005,Gujarat,2005-0335
23.81706054,79.52117987,flood,290.043701171875,2005,Madhya Pradesh,2005-0398
23.17446788,79.94316101,flood,19893.185546875,2005,Madhya Pradesh,2005-0398
22.93719132,79.08117011,flood,704.9385986328125,2005,Madhya Pradesh,2005-0398
24.42563599,80.18539623,flood,453.279296875,2005,Madhya Pradesh,2005-0398
24.75820098,81.58193502,flood,441.7847595214844,2005,Madhya Pradesh,2005-0398
23.85216107,78.75416046,flood,3538.09130859375,2005,Madhya Pradesh,2005-0398
24.53710426,80.82603421,flood,1546.22412109375,2005,Madhya Pradesh,2005-0398
27.74197158,81.41210281,flood,637.8814086914062,2005,Uttar Pradesh,2005-0375
25.87788941,84.09760018,flood,1649.7144775390625,2005,Uttar Pradesh,2005-0375
25.47102778,80.55297227,flood,353.40020751953125,2005,Uttar Pradesh,2005-0375
26.33685532,91.003862,flood,3524.647705078125,2005,Assam,2005-0375
26.11540047,86.01625194,flood,1669.0897216796875,2005,Bihar,2005-0375
30.46938035,77.96016451,flood,118.3595962524414,2005,Uttarakhand,2005-0375
27.58774856,94.77483408,flood,295.153076171875,2005,Assam,2005-0375
27.37073531,95.05456196,flood,435.2449035644531,2005,Assam,2005-0375
26.04753791,90.61295409,flood,595.5044555664062,2005,Assam,2005-0375
26.79628642,94.27389983,flood,653.9027099609375,2005,Assam,2005-0375
26.39314172,80.20209612,flood,899.2113037109375,2005,Uttar Pradesh,2005-0375
24.57881405,92.38127235,flood,351.2722473144531,2005,Assam,2005-0375
25.49106049,81.46093151,flood,1155.02734375,2005,Uttar Pradesh,2005-0375
27.17536039,94.13589219,flood,414.982666015625,2005,Assam,2005-0375
28.12572584,80.65733351,flood,584.1364135742188,2005,Uttar Pradesh,2005-0375
26.40674188,86.21186545,flood,1006.6546630859375,2005,Bihar,2005-0375
26.15305405,85.32182327,flood,2145.7021484375,2005,Bihar,2005-0375
27.67717134,81.81549084,flood,861.5775146484375,2005,Uttar Pradesh,2005-0375
27.01129084,94.82044837,flood,420.2320251464844,2005,Assam,2005-0375
26.78157942,92.92678872,flood,311.4494934082031,2005,Assam,2005-0375
27.58449365,95.62433404,flood,511.1370849609375,2005,Assam,2005-0375
30.97799036,78.58958843,flood,17.973892211914062,2005,Uttarakhand,2005-0375
17.38481134,78.46612255,flood,26600.5703125,2005,Telangana,2005-0399
17.59082823,80.67917545,flood,2314.493408203125,2005,Telangana,2005-0399
17.94921107,79.7917581,flood,396.43450927734375,2005,Telangana,2005-0399
21.88121765,80.35433447,flood,121.60385131835938,2005,Madhya Pradesh,2005-0541
20.97856004,86.61667215,flood,698.9920654296875,2005,Odisha,2005-0541
21.15857681,79.86785166,flood,167.14645385742188,2005,Maharashtra,2005-0541
21.15131311,81.35373616,flood,4270.201171875,2005,Chhattisgarh,2005-0541
21.12123104,80.15550227,flood,313.652099609375,2005,Maharashtra,2005-0541
23.17446788,79.94316101,flood,19893.185546875,2005,Madhya Pradesh,2005-0541
20.8497324,86.14624701,flood,647.12109375,2005,Odisha,2005-0541
23.70428989,80.33523763,flood,215.30596923828125,2005,Madhya Pradesh,2005-0541
21.17740754,79.08188357,flood,18963.36328125,2005,Maharashtra,2005-0541
21.03957695,80.81251242,flood,191.654296875,2005,Chhattisgarh,2005-0541
22.31738467,79.68387612,flood,100.21253204345703,2005,Madhya Pradesh,2005-0541
21.71081292,73.65826656,flood,141.54861450195312,2005,Gujarat,2005-0603
22.73440963,73.61220842,flood,894.9248046875,2005,Gujarat,2005-0603
21.26454257,73.0734589,flood,534.9354858398438,2005,Gujarat,2005-0603
22.24629292,73.24968977,flood,600.5062866210938,2005,Gujarat,2005-0603
33.82077858,75.31962528,earthquake,501.4815368652344,2005,Jammu And Kashmir,2005-0575
32.80071486,74.73195938,earthquake,682.567138671875,2005,Jammu And Kashmir,2005-0575
33.70860616,74.26236635,earthquake,228.75033569335938,2005,Jammu And Kashmir,2005-0575
23.42610967,87.76168736,flood,1223.8089599609375,2005,West Bengal,2005-0599
23.47721476,88.5169246,flood,1147.45556640625,2005,West Bengal,2005-0599
22.12170362,88.41571495,flood,1728.424560546875,2005,West Bengal,2005-0599
12.94243567,77.58724634,flood,20549.931640625,2005,Karnataka,2005-0627
13.04849576,80.23437074,flood,30440.984375,2005,Tamil Nadu,2005-0627
13.45687774,79.00283762,flood,191.88194274902344,2005,Andhra Pradesh,2005-0627
11.52490531,79.44715025,flood,1470.0198974609375,2005,Tamil Nadu,2005-0627
12.08691954,78.18437414,flood,547.266357421875,2005,Tamil Nadu,2005-0627
11.49473924,77.40270484,flood,570.691650390625,2005,Tamil Nadu,2005-0627
8.304640347,77.3456335,flood,540.845947265625,2005,Tamil Nadu,2005-0627
10.83161485,78.11639002,flood,489.2715759277344,2005,Tamil Nadu,2005-0627
12.47969627,78.02092387,flood,205.25765991210938,2005,Tamil Nadu,2005-0627
9.909721239,77.9894937,flood,341.9027099609375,2005,Tamil Nadu,2005-0627
12.2022547,76.4374076,flood,212.3929901123047,2005,Karnataka,2005-0627
10.86120155,79.73576795,flood,783.8231201171875,2005,Tamil Nadu,2005-0627
11.30493486,78.12291946,flood,233.73800659179688,2005,Tamil Nadu,2005-0627
14.43556427,79.72017697,flood,82.7759017944336,2005,Andhra Pradesh,2005-0627
11.26097504,78.87734007,flood,1013.0791015625,2005,Tamil Nadu,2005-0627
11.66289225,78.20825551,flood,4822.8701171875,2005,Tamil Nadu,2005-0627
18.57018044,83.97909711,flood,658.5528564453125,2005,Andhra Pradesh,2005-0627
10.87461302,78.55412407,flood,305.2291564941406,2005,Tamil Nadu,2005-0627
12.80083993,78.99738114,flood,171.41294860839844,2005,Tamil Nadu,2005-0627
11.96003858,79.28421145,flood,636.9973754882812,2005,Tamil Nadu,2005-0627
17.88493739,82.68205636,flood,119.07237243652344,2005,Andhra Pradesh,2005-0627
18.46318575,83.36313333,flood,599.21533203125,2005,Andhra Pradesh,2005-0627
16.55006848,80.79256277,flood,933.250732421875,2006,Andhra Pradesh,2006-0207
18.57018044,83.97909711,flood,658.5528564453125,2006,Andhra Pradesh,2006-0207
25.87788941,84.09760018,flood,1649.7144775390625,2006,Uttar Pradesh,2006-0342
25.14073489,83.25402798,flood,802.5521850585938,2006,Uttar Pradesh,2006-0342
19.16537012,84.1542009,flood,269.2235412597656,2006,Odisha,2006-0370
19.35435158,83.5064816,flood,113.31880950927734,2006,Odisha,2006-0370
20.81218482,73.10551991,flood,1288.2213134765625,2006,Gujarat,2006-0369
25.73003991,71.47894365,flood,198.840576171875,2006,Rajasthan,2006-0469
27.06939213,70.90023356,flood,12.430158615112305,2006,Rajasthan,2006-0469
25.1275563,76.12547655,flood,629.0813598632812,2006,Rajasthan,2006-0469
27.74197158,81.41210281,flood,637.8814086914062,2006,Uttar Pradesh,2006-0549
23.58822749,83.49431398,flood,105.75331115722656,2006,Uttar Pradesh,2006-0549
26.91728521,81.37096984,flood,892.1260986328125,2006,Uttar Pradesh,2006-0549
28.12572584,80.65733351,flood,584.1364135742188,2006,Uttar Pradesh,2006-0549
27.67717134,81.81549084,flood,861.5775146484375,2006,Uttar Pradesh,2006-0549
24.81273134,92.85904352,flood,1660.2734375,2007,Assam,2007-0225
26.44847938,92.03596836,flood,2532.54345703125,2007,Assam,2007-0225
27.58774856,94.77483408,flood,295.153076171875,2007,Assam,2007-0225
27.37073531,95.05456196,flood,435.2449035644531,2007,Assam,2007-0225
24.49583288,92.58956318,flood,871.92138671875,2007,Assam,2007-0225
24.57881405,92.38127235,flood,351.2722473144531,2007,Assam,2007-0225
27.17536039,94.13589219,flood,414.982666015625,2007,Assam,2007-0225
14.47499759,77.57074427,flood,78.7120590209961,2007,Andhra Pradesh,2007-0250
16.21720423,75.62836499,flood,315.81109619140625,2007,Karnataka,2007-0250
16.11782721,74.82686904,flood,153.0506134033203,2007,Karnataka,2007-0250
18.83803101,80.76863925,flood,47.0052375793457,2007,Karnataka,2007-0250
17.18512821,82.00214406,flood,161.44869995117188,2007,Andhra Pradesh,2007-0250
16.29023485,80.08194333,flood,369.0785217285156,2007,Andhra Pradesh,2007-0250
12.31909015,75.79950322,flood,86.25631713867188,2007,Karnataka,2007-0250
15.52775939,77.99973082,flood,216.84066772460938,2007,Andhra Pradesh,2007-0250
12.6043517,76.79069871,flood,964.5145263671875,2007,Karnataka,2007-0250
18.98271372,72.83764134,flood,31880.037109375,2007,Maharashtra,2007-0250
12.2022547,76.4374076,flood,212.3929901123047,2007,Karnataka,2007-0250
18.56986867,74.07801203,flood,395.3317565917969,2007,Maharashtra,2007-0250
16.88638554,81.39289921,flood,179.0831756591797,2007,Andhra Pradesh,2007-0250
